,mbti,comments
33237,INTP,잇티제와 5년 연애하고 결혼했는데 처음에는 좀 로봇 같았지만 길들이고 교육시키니 애정표현 이제는 저보다도 적극적으로 많이 하고 생각나면 꽃을 사다준다던가 하는 한 이벤트도 하고 기념일은 저보다 더 잘 챙기고 암튼 완전 사람됐죠 잇티제는 길들이면 됩니당 물론 진리의 사바사도 있겠지만 초반 연애할 때 겁나게 싸웠는데 그때가 생각나서 글 내용이 공감되네요 특히 기대하면 얀됨 요 부분이요 편지 쓰는거 어려워하는 것도 똑같네요 혹시 남친 분이 이공계 아니신지 암튼 저희 커플은 그렇게 싸우고 맞춰나가면서 더 가까워진 케이스인데 작성자님도 파악을 잘 하고 계시는 걸로 보아 잘 되실 거라 믿습니다 아마 그 분이 말로 표현은 잘 못해도 행동으로 진심을 많이 보이고 있을 거에요
68869,ISTP,오 걱정이 되시는구나 전 약간 반대거든용 다 큰 성인이 별 일 있겠어 뭐든 하고 있겠지 무슨 일 있으면 말 하겠지
17229,ENFJ,만약 이거 그저 어장이라면 제가 찾아가서 1대1 면담을 하도록 하지요 정말정말 호감입니다
58008,ISTP,보통은 진짜 싫은 사람이거나 하지 않은 이상 다른거 한다고 폰 못보거나 그런거나 그렇지 않다면 답 올꺼에요
68126,ENTP,전 같이 옷가게가서 옷 사줄것같아요
28361,ISFP,저도 사회적 상황에서 어쩔 수 없이 총대를 메긴 합니다 그러면서 배워가는 것들이 있긴해요 경험이 나를 키운다 하지만 그런 어쩔 수 없는 경험이 없다면 조용히 묻어가려는 성향이긴해요 제 주변 잇프피들 봐도 그래용
6693,INTP,업무적 금전적 이유로 멀어진다면 우선순위에서 밀린 거기 때문에 가능성이 높지 않습니다
10477,ENTP,멍청하고 감정적으로 이야기하고 가식적으로 행동하는 사람
42718,ISFP,전 잇프피인데 엔프제랑 제일 성격이 안맞는것 같아요 회사생활로 만나서 그런걸수도 있는데 뭔가 물어볼때 tmi 같은것까지 전부 설명하고 그냥 불만이 너무 많아요 뒷담도 심하게 하고 사람 가려서 사귀는것도 전 너무 보기 싫었어요 다 그런건 아니겠지만 착한척하는것도 제눈에는 보이더라구요 말도 많고 내가 모르는 다른 사람 이야기까지 나한테 전부 이야기 하더라구요
20391,ISFJ,물론 사바사입니다 저거는 제 얘기에요
57486,ENFP,두탕어마어마합미다조바심내지마시라니까 아
42124,INFP,제가 약속 잡는데 너 시간 되면 보자는 무슨 뜻일까요 배려일까요 본인의 뜨뜻미지근함을 표현하고싶은걸까요
39919,ESTP,핫 저도 엔팁 자석입니다
58929,INTP,지금 저한테 들이대는 남자두명이 찐엣팁인데 거절해도 계속 들이대던데요
7196,INTP,저는 오히려 지쳤을때 애인이 옆에있으면 좋더라구요 유일하게 보고싶은사람이 그나마 애인이에용 이건 사람마다 다를거같네욥
69097,INFJ,불건강 잇팁 만나보신적 있나요
79552,INTP,전 그마저도 비마트로 주문해서 안나가는데
43809,ENFJ,참다가 참다가 결국 폭발해서 너 나랑 연락 계속 이어나갈래 아니면 끊을래 한적이 있습니다 그냥 직구로 저는 물어봤어요
61032,ENFJ,넵너무너무 감사합니다
1627,ENFJ,막 이성적으로 엄청 호감은 아닌거같아요 일단 점심 먹으면서 티키타카하고 대화 잘통하면 더 호감생길수있을텐데 엔프제는 잇팁처럼 한눈에 반하는 수타일은 아니여서요
80037,INFP,이거진짜 조직의 해결사가 되고 사람들을 실질적으로 도울 수 있는 사람이 되요 아 이 바보들을 언제까지 도와야하나 하면서도 엄청 잘 도와줌
25152,INFP,아뇨 일반적인 isfp가 제게 애정을 보이는지 아닌지를 알고 싶은 것이었어용
41628,ENFJ,망상 에 이은 의심병 그러지않으려고 노력중입니다
3755,ENTP,상대방분도 덜 성숙하시네요 만약 모른 척 해주길 바랐는데 상대가 무슨 일이냐고 물어봐주면 그래도 기분 안 좋을 만한 일이 있었긴해 물어봐줘서 고마운데 혼자 해결하고싶고 너한테 거리기 싫기도 해서 기분 조금 풀리면 다시 이야기하자 이런 식으로 말해주면 참 좋을텐데 말입니당 자기 감정 자기가 알아서 하는 거지 상대가 알 정도로 티 내놓고 알아채니 불편해하는 건 무슨 심리인지 잘 모르겠네요
35462,ESTJ,1아니다싶은면을 얘기하고 대화하려고해요 그래도 영아니다하면 헤어집니다 2마음없는상태로 못만남 3내가 싫어하는행동 얘기해도 계속반복하는사람상식을벗어나는 예의없는행동 말 근데 이것외에 어느유형이든 기본적으로 다들 싫어하는게 아닐지
59968,INTJ,너는 지금언제야 는 어때요
9664,INTP,아 그것도 특임 전 그럴땐 괜찮아여 어차피 공감사 안맞아서 내 이야기 안하니까 자기 이야기만 주구장창하고 신나있어서 편함 맞음 자기가 원할때만 연락하고 흥미떨어비면 바로 사라짐infp나 isfp들이 상처받기 딱 좋음
8092,INTP,mbti를 떠나서 인성이 안좋은거같아요 제발 버리세요
21482,ENFP,여긴어디님 댓글을 이제 봤네요 내용봐서 아시겠지만 본인이 밀어놓고 저렇게 말하니 합니다 정말 동굴에 들어가고 싶은데 그나마 말을 라고 들어간건지 근데 저는 그런 동굴 전혀 이해도 안되고 본인도 시간이 지나면 괜찮아 지겠지 이러더니하 너무 이기적인거 아니냐구요
4425,ENFJ,보통 그런거같아요 인프제가 일단 마음여는거 자체가 힘드니 아는 인프제도 3년이나 솔로더라구요
46233,INFJ,에니어그램은 어디서 검사하셨나요
19677,INFP,미련이랑은 다른건가봐요 저도 합의하에 친구로 지내는거긴해요 저도사귀기엔 쫌
36287,ISFP,예의상 하는 편입니다 전
19564,ISTP,그런 사람이랑 통화하는 하니 생각만 해도 어우
32139,ESTP,소개팅으로만났다면 얼마정도지켜보는편이세요
35114,ESTJ,저도 같은 엣티제인데 연락 자연스럽게 이어나가고 싶을 때 자주 스토리 답장 했었어요 아마도 호감 있어서이지 않을까요
53734,ESFJ,부모님은 개인시간도 잘 보내시고 공통관심사도 많아서 친구처럼 같이 잘 사셔요 저는 어릴때 가끔 힘들긴 했습니다 부모님도 저 때문에 많이 힘드셨을거에요
37945,ENFP,그냥 의례상 한 말 왜 안오셨어요 라는 질문에 서핑 때문이다 라고 하면 아 네 하고 마는데 사랑일 경우 재미 있었냐 뭐했냐 등 그곳에서 있었던 일 물어봄
21657,ISFJ,아 이건 맞아요 만났을 때나 전화 오면 세상 사이 좋고 저도 제 일정들이 꽤 있는 편이거든요 의존적인 면은 같네요
39080,ENTP,곰마워여진짜 아까보단 맘이 훨편해졋어요곰마워요
78776,INTP,금사빠 까지는 사바사이긴 해도 보통 생각이 많아서 그리 후다닥 고백은 못 할 것 같은데요
13934,ENTJ,저번달 관리비 얼마 나왔어요
65359,INTP,음저 다음 신입한텐 정말 아무 관심도 안주시던데요 뭔가 제가 조금만 친절하게 인사드리면 좋아하시는거 같고 평소에도 신경쓰시는게 느껴질 정돕니다 물론 올곧으신 분이니 이성적인건 아니겠지만요
21255,INFP,요즘 이런 사람 늘어가는것 같아요 원래 부터도 있었지만 요즘 유튜브 숏츠도 해외영상 퍼와서 자극적인 제목 붙여놓는 사람이 좀 보이더라구요
10872,ENTP,틀렸다는 건 아니고 뭐 사람마다 감성이 다를 수 있으니까 제 시각에는 서운하지 않고 오히려 칭찬해 줄 상황이거든요 회식 자리에서는 그 사람들하고 상호작용도 있을 것이고 취하기도 했고 여러모로 연락 신경 쓰기 어려운 게 전 헤아려져요 그래도 제 발로 잘 들어가서 잊지 않고 여친에게 톡 남기고 자는 거 보면 대견하기까지 합니다 저였으면 담에 만났을 때 궁디 해줬을 거라 이게 서운하다고 라는 생각이 먼저 들었어요 그래도 외롭게 느껴지면 뭐 중간에 톡 한 번 더 해달라고 할 순 있죠 앞으로도 서운하시면 숨기지 말고 솔직하게 전달해 보세요 남친분도 애정이 있으니까 최대한 맞춰주려고 할 거예요
68134,ISTJ,제가 원래 선톡을 자주 했었는데 그냥 제가 선톡 먼저 안하면 알아서 멀어지겠죠
13661,ISFJ,저는 아직은 잘 모르겠다에 한표 지켜보니 괜찮은 사람 같다 친해지고 싶다는 생각에서 비롯된 인간적 호감에서도 가능한 행동이라서
6071,INFJ,저는 엔팁이 첨에 재수 없었다고 생각해요 뭔가 멋있고 자존감높고 그랬는데 뭔가 모를 근자감 재수없음이 있었어섴 근데 알면알수록 궁금하고 재밌고 독특하더라구요
51850,ENTJ,영화 자기계발관련 영화 좋아해요 외국영화 자막 없이 보기
60817,ENFP,답 늦어서 죄송해요 인프피라면 본인의 경험에 따라 다를 것 같아요 스킨쉽 경험이 많으면 자연스럽고 빠르게 다가갈거고 경험이 없다면 능숙한 모습을 보여주지 못할 것 같다는 생각에 느릴 수 있을 것 같아요
73480,INTJ,신가하게도저는 무한도전 러닝맨이 너무 재미 없었어요그래서 거의 안봤어요 삼시세끼 같은건잼나게 봤네요 지구마블 다시갈지도이런 여행 프로도 잘 봅니다
12799,ENTP,상대방분이 뭐가 문제인지 하나도 모르겠어요 그리고 애초에 저런 질문 자체를헤어지자면 어떻게 할거냐 왜 하는지도 모르겠구요 테스트식 발언인가요
35781,INTP,알아주길 바라는 느낌 이 있어요 이글도 그렇고 제가 만난 엔팁도 그렇고 근데 그게 머리써서가 아니라 순수해서 저는 놀렸었는데 이거 둔한사람도 있음 아님 혹은 한 데 티안내는 이유가 뭔가요 순수 궁금 제 경우 여러가지 이유로 엔팁한테 차였지만 그게 궁금합니다 아직도 왜 혼자 판단 결론까지 내고 통보까지 해버리는지 이게 궁금했거든요 나만 놓으면 끝날거 같다는 판단 결론 까지 했으면 마음이 식길 기다리지말고 본인 감정을 분석하고 그만하고 싶은지 쟤가 나에게 신경을 써줬으면 하는지 골라서 그걸 이끌만한 대화로 해보세여 내가 생각한게 맞는지 확인해봐주세여 젭알 저는 제가 만난 엔팁이 저를 추측한 판단 다틀림 분석할꺼면 제대로하고 하던지 분석 판단까지 좋아요 근데 상대방의 의 맞는지 확인 해보시는게 서로 소통할 방법같아요 상대가 표현을 못할수도 있고요 애매하게굴면 끊는게 좋죠 정신건강에 엔팁은 솔직한게 매력이니까 화이팅요
30740,ISFP,진짜 죽겠어요 이게 우울증인가 싶고 수업이 절대 싫은건 아닌데 그냥 모든게 부끄럽고 창피해요
70074,ENFP,당욘하죠 원래 재회하고 싶으면 아무것도 안하고 있어야 해요 아쉬운쪽이 먼저 그러면 안대요 그쪽에서 연락 와서 그제서야 간보면서 답장하는게 그나마 재회확률 높아요 그런데 끝까지 연락 안온다 그럼 운명이 아닌겁니다 작성자님의 운명의 존잘남이 기다리고 있을겁니다
5969,INFJ,제가 제대로 글을 안읽었나봐요 글쓴님이 적극적으로 일정 잡자고 하셨군용흠 상대가 이성이면 뭔가 모임의 여러 사람한테 말놓자고 친한 척하다가 다른 분이랑 얘기가 잘 맞았을 수도 있구같은 인프제인데도 잘 모르겠네요
70699,ESTJ,대체 그전에 무슨 잘못을 했으면 저렇게까지 부정적이게 쓴이가 말꼬리잡으면서 얘기하시는지 궁금해요 저글만 보면 쓴이 화법 숨막혀요 너무 부정적이고 근데 전후사정 모르니 일단 중립기어 박고 가겠습니다
17752,ISFJ,바운더리 안에 있다면 잇프제가 먼저 말도 많이 걸고선톡 포함 평소에 보지 못했던 모습을 보게 될 거에요 예를 든다면 목소리가 커진다든지 그리고 엄청 가까워졌다면 속얘기를 꺼낼 수도 있어요 만약 아니라면 계속 수줍은 모습을 보이고 묻는 말에만 대답하고 어쩌면 차가운 사람으로 보일 수도 있어요 잇프제가 만약 별것도 아닌 일상 얘기로 선톡을 했다면 바운더리 안에 있으실 거에요 사실 오랜 시간이 필요하답니다
50986,ESFP,그냥 마음 없으신거같아툐
28581,ESTJ,앞에는 엔프피에대한 반론 뒤에는 본인의견 이거 아닌가요 아군이고 뭐고 나뉠 것도 없는
28621,ISFP,칭찬 한번 들으면 하루종일 거려요
48138,INFJ,답장 드렸어욥
60150,ESTP,제 애인은 첫눈에 반했다고 했어요 겁많아서 다가오진 않고 일년동안 바라만 봤지만
64930,ESTJ,저도그래여1 갑자기 훅 오드라구여
44347,INFJ,맞아요 엔팁 인프제가 최고 궁합이라지만 사람마다 감정형 사고형 중에 더 원하는 쪽이 다르긴 해서 저는 엔팁보다는 엔픞이 더 좋긴 했어요 엔픞은 인프제한테 오면 세상 천국을 맛 보나봐요 근데 불건강 엔픞은 안 맞아요
35318,ISTJ,이성적으로 생각하려는 편이지 무례하게 말안해요 t라고 글쓴님 몸 잘 추스르세요
37732,ISTP,템퍼면 인정 저는 재질은 모달 린넨 극세사가 딱 이에요 잉피님은
43868,INFJ,저두요 그래서 성숙한 사람이 이상형인가봐요 특히 회피형 극혐문제가 생겼을 때 대화 안하려는 타입 상극인거 같아요
65318,ESTP,저는 그럴수도 잇지 를 달고삽니닷
9637,INTP,오옹 인프제 님의 그런 방식도 좋아요 약간 제 지난 연애를 떠올려보면 첫 시작이 모두 사귀자 이렇게 시작하지 않았고 모두 서로 얘기 나누다가 자연스럽게 그럼 우리 서로 좋아하니까 만나볼까 이렇게 합의하는 것처럼 토론하듯이 이루어졌거든요 막 사귀자응좋아 이게 아니라요
8316,ENTP,아무래도 직종 영향도 큰거 같아요 사회복지 분야에 상담실 운영도 하다보니 더 학습화되는거 같아요
35705,ENTP,잇티제랑 대화 나누다 보면 뭔가 나랑 너무 다른세상에서 살다 온 사람 같아요
9887,ENTP,인팁 좋아요
72847,INTJ,궁금해서 다시 들어와봤는데 장문의 댓글들이 엄청나게 많이 달렸네요 글쓴이님의 댓글들을 읽어보니 그남친은 전형적인 회피형 인간이에요 회피형 인간의 3대 특징이 내로남불 자기합리화 적반하장 이에요 이 3가지 모두에 해당되는 유형으로 강한 회피형이라고 할수 있어요 지금은 그남과 연애기간이 그리 길지는 않잖아요 그남과 오래 오래 만날수록 대접 못 받아요 회피형 남자의 특징은 자기 옆에 있어주는 소중한 연인을 가장 함부로 대하는 거에요 연애기간 길어질수록 글쓴이님만 괴로워질뿐 그남은 미안함도 잘 느끼지 않고 헤어지더라도 그남 상처 별로 안 받아요 님이 지금 결단 낼 수 있게 도와드릴게요 intj 들이 체력이 약한 편이고 몸 움직이는 거 별로 안 좋아하고 외로움 별로 안타서 바람피우는 유형은 아니지만 회피형이라면 말이 달라집니다 회피형 남자들은 결혼 후에 바람필 확률 높아요 와이프한테 미안함 안 느껴요 글쓴이님은 더 좋은 사람 만나야하고 그렇게 될 거에요
